num_cities,density,alpha,beta,baseline_cost,final_cost,final_improvement,num_trips,time_seconds,ga_time,refinement_time
1000,0.2,1,1,195402.95810394036,195379.31917199423,0.012097530239821781,960,3636.28528881073,3379.3461587429047,256.9391300678253
1000,0.2,2,1,390028.7212628889,390015.1004272406,0.00349226477584069,969,3637.0201790332794,3371.859948158264,265.16023087501526
1000,0.2,1,2,37545927.702134684,30285196.62048624,19.33826522878973,882,3724.703899860382,3466.237857103348,258.4660427570343
1000,1.0,1,1,192936.23377726728,192882.1681728963,0.02802252501383692,930,14957.962347745895,13919.740132808685,1038.22221493721
1000,1.0,2,1,385105.6414957661,385067.48958324443,0.00990686928747752,942,16280.537047624588,15218.402625799179,1062.134421825409
1000,1.0,1,2,57580018.86872494,51560320.3320301,10.45449212237839,889,14914.439743995667,13835.44977593422,1078.9899680614471
